date,produit,region,prix_fcfa_kg,volume_kg
2018,2018-12,24/12/2018,Riz,Kolda
2018,2018-12,24/12/2018,Riz,Saint-Louis
2018,2018-12,24/12/2018,Riz,Gouille Mbeuth
2018,2018-12,23/12/2018,Mil,Fatick
2018,2018-12,23/12/2018,Mil,Birkilane
2018,2018-12,23/12/2018,Sorgho,Fatick
2018,2018-12,23/12/2018,Sorgho,Birkilane
2018,2018-12,23/12/2018,Maïs,Fatick
2018,2018-12,23/12/2018,Maïs,Birkilane
2018,2018-12,23/12/2018,Maïs Importé,Fatick
2018,2018-12,23/12/2018,Riz Importé,Fatick
2018,2018-12,23/12/2018,Riz Importé,Birkilane
2018,2018-12,23/12/2018,Riz Importé Parfumé,Fatick
2018,2018-12,23/12/2018,Riz Importé Parfumé,Birkilane
2018,2018-12,22/12/2018,Mil,Touba Toul
2018,2018-12,22/12/2018,Mil,Passy
2018,2018-12,22/12/2018,Sorgho,Passy
2018,2018-12,22/12/2018,Maïs,Touba Toul
2018,2018-12,22/12/2018,Maïs,Passy
2018,2018-12,22/12/2018,Maïs Importé,Touba Toul
2018,2018-12,22/12/2018,Maïs Importé,Passy
2018,2018-12,22/12/2018,Riz Importé,Touba Toul
2018,2018-12,22/12/2018,Riz Importé,Passy
2018,2018-12,22/12/2018,Riz Importé Parfumé,Touba Toul
2018,2018-12,22/12/2018,Riz Importé Parfumé,Passy
2018,2018-12,22/12/2018,Riz,Touba Toul
2018,2018-12,21/12/2018,Mil,Mpal
2018,2018-12,21/12/2018,Mil,Porokhane
2018,2018-12,21/12/2018,Maïs,Mpal
2018,2018-12,21/12/2018,Maïs,Porokhane
2018,2018-12,21/12/2018,Maïs Importé,Mpal
2018,2018-12,21/12/2018,Sorgho Importé,Mpal
2018,2018-12,21/12/2018,Riz Importé,Mpal
2018,2018-12,21/12/2018,Riz Importé,Porokhane
2018,2018-12,21/12/2018,Riz,Mpal
2018,2018-12,20/12/2018,Mil,Kaolack
2018,2018-12,20/12/2018,Mil,Tilene
2018,2018-12,20/12/2018,Mil,Thiaroye
2018,2018-12,20/12/2018,Mil,Tambacounda
2018,2018-12,20/12/2018,Mil,Louga
2018,2018-12,20/12/2018,Sorgho,Kaolack
2018,2018-12,20/12/2018,Sorgho,Tambacounda
2018,2018-12,20/12/2018,Maïs,Kaolack
2018,2018-12,20/12/2018,Maïs,Tilene
2018,2018-12,20/12/2018,Maïs,Thiaroye
2018,2018-12,20/12/2018,Maïs,Tambacounda
2018,2018-12,20/12/2018,Maïs,Louga
2018,2018-12,20/12/2018,Maïs Importé,Tilene
2018,2018-12,20/12/2018,Maïs Importé,Thiaroye
2018,2018-12,20/12/2018,Maïs Importé,Louga
2018,2018-12,20/12/2018,Sorgho Importé,Tilene
2018,2018-12,20/12/2018,Sorgho Importé,Thiaroye
2018,2018-12,20/12/2018,Riz Importé,Kaolack
2018,2018-12,20/12/2018,Riz Importé,Tilene
2018,2018-12,20/12/2018,Riz Importé,Thiaroye
2018,2018-12,20/12/2018,Riz Importé,Tambacounda
2018,2018-12,20/12/2018,Riz Importé,Louga
2018,2018-12,20/12/2018,Riz Importé Parfumé,Kaolack
2018,2018-12,20/12/2018,Riz Importé Parfumé,Tilene
2018,2018-12,20/12/2018,Riz Importé Parfumé,Thiaroye
2018,2018-12,20/12/2018,Riz Importé Parfumé,Tambacounda
2018,2018-12,20/12/2018,Riz Importé Parfumé,Louga
2018,2018-12,20/12/2018,Riz,Kaolack
2018,2018-12,20/12/2018,Riz,Tilene
2018,2018-12,20/12/2018,Riz,Thiaroye
2018,2018-12,20/12/2018,Riz,Louga
2018,2018-12,19/12/2018,Mil,Ourossogui
2018,2018-12,19/12/2018,Mil,Thiès
2018,2018-12,19/12/2018,Mil,Diaobe
2018,2018-12,19/12/2018,Sorgho,Thiès
2018,2018-12,19/12/2018,Sorgho,Diaobe
2018,2018-12,19/12/2018,Maïs,Diaobe
2018,2018-12,19/12/2018,Maïs Importé,Ourossogui
2018,2018-12,19/12/2018,Maïs Importé,Thiès
2018,2018-12,19/12/2018,Sorgho Importé,Ourossogui
2018,2018-12,19/12/2018,Sorgho Importé,Thiès
2018,2018-12,19/12/2018,Riz Importé,Ourossogui
2018,2018-12,19/12/2018,Riz Importé,Thiès
2018,2018-12,19/12/2018,Riz Importé,Diaobe
2018,2018-12,19/12/2018,Riz Importé Parfumé,Thiès
2018,2018-12,19/12/2018,Riz Importé Parfumé,Diaobe
2018,2018-12,19/12/2018,Riz,Ourossogui
2018,2018-12,19/12/2018,Riz,Thiès
2018,2018-12,19/12/2018,Riz,Diaobe
2018,2018-12,18/12/2018,Mil,Thiodaye
2018,2018-12,18/12/2018,Sorgho,Thiodaye
2018,2018-12,18/12/2018,Maïs Importé,Thiodaye
2018,2018-12,18/12/2018,Riz Importé,Thiodaye
2018,2018-12,18/12/2018,Riz,Thiodaye
2018,2018-12,17/12/2018,Mil,Mereto
2018,2018-12,17/12/2018,Mil,Saint-Louis
2018,2018-12,17/12/2018,Mil,Kolda
2018,2018-12,17/12/2018,Mil,Gouille Mbeuth
2018,2018-12,17/12/2018,Sorgho,Mereto
2018,2018-12,17/12/2018,Sorgho,Kolda
2018,2018-12,17/12/2018,Maïs,Mereto
2018,2018-12,17/12/2018,Maïs,Saint-Louis
2018,2018-12,17/12/2018,Maïs,Kolda
2018,2018-12,17/12/2018,Maïs,Gouille Mbeuth
2018,2018-12,17/12/2018,Maïs Importé,Saint-Louis
2018,2018-12,17/12/2018,Maïs Importé,Gouille Mbeuth
2018,2018-12,17/12/2018,Sorgho Importé,Saint-Louis
2018,2018-12,17/12/2018,Riz Importé,Mereto
2018,2018-12,17/12/2018,Riz Importé,Saint-Louis
2018,2018-12,17/12/2018,Riz Importé,Kolda
2018,2018-12,17/12/2018,Riz Importé,Gouille Mbeuth
2018,2018-12,17/12/2018,Riz Importé Parfumé,Mereto
2018,2018-12,17/12/2018,Riz Importé Parfumé,Saint-Louis
2018,2018-12,17/12/2018,Riz Importé Parfumé,Kolda
2018,2018-12,17/12/2018,Riz Importé Parfumé,Gouille Mbeuth
2018,2018-12,17/12/2018,Riz,Saint-Louis
2018,2018-12,17/12/2018,Riz,Kolda
2018,2018-12,17/12/2018,Riz,Gouille Mbeuth
2018,2018-12,15/12/2018,Mil,Touba Mouride
2018,2018-12,15/12/2018,Mil,Touba Toul
2018,2018-12,15/12/2018,Sorgho,Touba Mouride
2018,2018-12,15/12/2018,Maïs,Touba Mouride
2018,2018-12,15/12/2018,Maïs,Touba Toul
2018,2018-12,15/12/2018,Maïs Importé,Touba Toul
2018,2018-12,15/12/2018,Riz Importé,Touba Mouride
2018,2018-12,15/12/2018,Riz Importé,Touba Toul
2018,2018-12,15/12/2018,Riz Importé Parfumé,Touba Toul
2018,2018-12,15/12/2018,Riz,Touba Toul
2018,2018-12,14/12/2018,Mil,Mpal
2018,2018-12,14/12/2018,Mil,Touba
2018,2018-12,14/12/2018,Mil,Porokhane
2018,2018-12,14/12/2018,Sorgho,Touba
2018,2018-12,14/12/2018,Maïs,Mpal
2018,2018-12,14/12/2018,Maïs,Touba
2018,2018-12,14/12/2018,Maïs,Porokhane
2018,2018-12,14/12/2018,Maïs Importé,Mpal
2018,2018-12,14/12/2018,Sorgho Importé,Mpal
2018,2018-12,14/12/2018,Riz Importé,Mpal
2018,2018-12,14/12/2018,Riz Importé,Touba
2018,2018-12,14/12/2018,Riz Importé,Porokhane
2018,2018-12,14/12/2018,Riz Importé Parfumé,Touba
2018,2018-12,14/12/2018,Riz,Mpal
2018,2018-12,14/12/2018,Riz,Touba
2018,2018-12,13/12/2018,Mil,Diourbel
2018,2018-12,13/12/2018,Mil,Kaolack
2018,2018-12,13/12/2018,Mil,Louga
2018,2018-12,13/12/2018,Sorgho,Diourbel
2018,2018-12,13/12/2018,Sorgho,Kaolack
2018,2018-12,13/12/2018,Maïs,Kaolack
2018,2018-12,13/12/2018,Maïs,Louga
2018,2018-12,13/12/2018,Maïs Importé,Diourbel
2018,2018-12,13/12/2018,Maïs Importé,Louga
2018,2018-12,13/12/2018,Riz Importé,Diourbel
2018,2018-12,13/12/2018,Riz Importé,Kaolack
2018,2018-12,13/12/2018,Riz Importé,Louga
2018,2018-12,13/12/2018,Riz Importé Parfumé,Diourbel
2018,2018-12,13/12/2018,Riz Importé Parfumé,Kaolack
2018,2018-12,13/12/2018,Riz Importé Parfumé,Louga
2018,2018-12,13/12/2018,Riz,Diourbel
2018,2018-12,13/12/2018,Riz,Kaolack
2018,2018-12,13/12/2018,Riz,Louga
2018,2018-12,12/12/2018,Mil,Ourossogui
2018,2018-12,12/12/2018,Mil,Sédhiou
2018,2018-12,12/12/2018,Maïs,Sédhiou
2018,2018-12,12/12/2018,Maïs Importé,Ourossogui
2018,2018-12,12/12/2018,Sorgho Importé,Ourossogui
2018,2018-12,12/12/2018,Riz Importé,Ourossogui
2018,2018-12,12/12/2018,Riz Importé,Sédhiou
2018,2018-12,12/12/2018,Riz,Ourossogui
2018,2018-12,10/12/2018,Mil,Saint-Louis
2018,2018-12,10/12/2018,Mil,Kolda
2018,2018-12,10/12/2018,Mil,Kédougou
2018,2018-12,10/12/2018,Mil,Gouille Mbeuth
2018,2018-12,10/12/2018,Sorgho,Kolda
2018,2018-12,10/12/2018,Sorgho,Kédougou
2018,2018-12,10/12/2018,Maïs,Saint-Louis
2018,2018-12,10/12/2018,Maïs,Kolda
2018,2018-12,10/12/2018,Maïs,Kédougou
2018,2018-12,10/12/2018,Maïs,Gouille Mbeuth
2018,2018-12,10/12/2018,Maïs Importé,Saint-Louis
2018,2018-12,10/12/2018,Maïs Importé,Gouille Mbeuth
2018,2018-12,10/12/2018,Sorgho Importé,Saint-Louis
2018,2018-12,10/12/2018,Riz Importé,Saint-Louis
2018,2018-12,10/12/2018,Riz Importé,Kolda
2018,2018-12,10/12/2018,Riz Importé,Kédougou
2018,2018-12,10/12/2018,Riz Importé,Gouille Mbeuth
2018,2018-12,10/12/2018,Riz Importé Parfumé,Saint-Louis
2018,2018-12,10/12/2018,Riz Importé Parfumé,Kolda
2018,2018-12,10/12/2018,Riz Importé Parfumé,Kédougou
2018,2018-12,10/12/2018,Riz Importé Parfumé,Gouille Mbeuth
2018,2018-12,10/12/2018,Riz,Saint-Louis
2018,2018-12,10/12/2018,Riz,Kolda
2018,2018-12,10/12/2018,Riz,Gouille Mbeuth
2018,2018-12,08/12/2018,Mil,Touba Mouride
2018,2018-12,08/12/2018,Sorgho,Touba Mouride
2018,2018-12,08/12/2018,Maïs,Touba Mouride
2018,2018-12,08/12/2018,Maïs,Mako
2018,2018-12,08/12/2018,Riz Importé,Touba Mouride
2018,2018-12,08/12/2018,Riz Importé,Mako
2018,2018-12,08/12/2018,Riz Importé Parfumé,Mako
2018,2018-12,07/12/2018,Mil,Tambacounda
2018,2018-12,07/12/2018,Mil,Mpal
2018,2018-12,07/12/2018,Mil,Porokhane
2018,2018-12,07/12/2018,Maïs,Tambacounda
2018,2018-12,07/12/2018,Maïs,Mpal
2018,2018-12,07/12/2018,Maïs,Porokhane
2018,2018-12,07/12/2018,Maïs Importé,Mpal
2018,2018-12,07/12/2018,Sorgho Importé,Mpal
2018,2018-12,07/12/2018,Riz Importé,Tambacounda
2018,2018-12,07/12/2018,Riz Importé,Mpal
2018,2018-12,07/12/2018,Riz Importé,Porokhane
2018,2018-12,07/12/2018,Riz Importé Parfumé,Tambacounda
2018,2018-12,07/12/2018,Riz,Mpal
2018,2018-12,06/12/2018,Mil,Louga
2018,2018-12,06/12/2018,Mil,Kaolack
2018,2018-12,06/12/2018,Sorgho,Kaolack
2018,2018-12,06/12/2018,Maïs,Louga
2018,2018-12,06/12/2018,Maïs,Kaolack
2018,2018-12,06/12/2018,Maïs Importé,Louga
2018,2018-12,06/12/2018,Riz Importé,Louga
2018,2018-12,06/12/2018,Riz Importé,Kaolack
2018,2018-12,06/12/2018,Riz Importé Parfumé,Louga
2018,2018-12,06/12/2018,Riz Importé Parfumé,Kaolack
2018,2018-12,06/12/2018,Riz,Louga
2018,2018-12,06/12/2018,Riz,Kaolack
2018,2018-12,05/12/2018,Mil,Ourossogui
2018,2018-12,05/12/2018,Mil,Sédhiou
2018,2018-12,05/12/2018,Mil,Thiès
2018,2018-12,05/12/2018,Sorgho,Thiès
2018,2018-12,05/12/2018,Maïs,Sédhiou
2018,2018-12,05/12/2018,Maïs Importé,Ourossogui
2018,2018-12,05/12/2018,Maïs Importé,Thiès
2018,2018-12,05/12/2018,Sorgho Importé,Ourossogui
2018,2018-12,05/12/2018,Sorgho Importé,Thiès
2018,2018-12,05/12/2018,Riz Importé,Ourossogui
2018,2018-12,05/12/2018,Riz Importé,Sédhiou
2018,2018-12,05/12/2018,Riz Importé,Thiès
2018,2018-12,05/12/2018,Riz Importé Parfumé,Thiès
2018,2018-12,05/12/2018,Riz,Ourossogui
2018,2018-12,05/12/2018,Riz,Thiès
2018,2018-12,04/12/2018,Mil,Thiodaye
2018,2018-12,04/12/2018,Sorgho,Thiodaye
2018,2018-12,04/12/2018,Maïs Importé,Thiodaye
2018,2018-12,04/12/2018,Sorgho Importé,Thiodaye
2018,2018-12,04/12/2018,Riz Importé,Thiodaye
2018,2018-12,04/12/2018,Riz,Thiodaye
2018,2018-12,03/12/2018,Mil,Gouille Mbeuth
2018,2018-12,03/12/2018,Mil,Mereto
2018,2018-12,03/12/2018,Mil,Saint-Louis
2018,2018-12,03/12/2018,Sorgho,Mereto
2018,2018-12,03/12/2018,Maïs,Gouille Mbeuth
2018,2018-12,03/12/2018,Maïs,Mereto
2018,2018-12,03/12/2018,Maïs,Saint-Louis
2018,2018-12,03/12/2018,Maïs Importé,Gouille Mbeuth
2018,2018-12,03/12/2018,Maïs Importé,Saint-Louis
2018,2018-12,03/12/2018,Sorgho Importé,Saint-Louis
2018,2018-12,03/12/2018,Riz Importé,Gouille Mbeuth
2018,2018-12,03/12/2018,Riz Importé,Mereto
2018,2018-12,03/12/2018,Riz Importé,Saint-Louis
2018,2018-12,03/12/2018,Riz Importé Parfumé,Gouille Mbeuth
2018,2018-12,03/12/2018,Riz Importé Parfumé,Mereto
2018,2018-12,03/12/2018,Riz Importé Parfumé,Saint-Louis
2018,2018-12,03/12/2018,Riz,Gouille Mbeuth
2018,2018-12,03/12/2018,Riz,Saint-Louis
2018,2018-12,01/12/2018,Mil,Touba Mouride
2018,2018-12,01/12/2018,Mil,Touba Toul
2018,2018-12,01/12/2018,Sorgho,Touba Mouride
2018,2018-12,01/12/2018,Maïs,Touba Mouride
2018,2018-12,01/12/2018,Maïs,Touba Toul
2018,2018-12,01/12/2018,Maïs Importé,Touba Toul
2018,2018-12,01/12/2018,Riz Importé,Touba Mouride
2018,2018-12,01/12/2018,Riz Importé,Touba Toul
2018,2018-12,01/12/2018,Riz Importé Parfumé,Touba Mouride
2018,2018-12,01/12/2018,Riz Importé Parfumé,Touba Toul
2018,2018-12,01/12/2018,Riz,Touba Toul
2018,2018-11,30/11/2018,Mil,Mpal
2018,2018-11,30/11/2018,Mil,Porokhane
2018,2018-11,30/11/2018,Maïs,Mpal
2018,2018-11,30/11/2018,Maïs,Porokhane
2018,2018-11,30/11/2018,Maïs Importé,Mpal
2018,2018-11,30/11/2018,Sorgho Importé,Mpal
2018,2018-11,30/11/2018,Riz Importé,Mpal
2018,2018-11,30/11/2018,Riz Importé,Porokhane
2018,2018-11,30/11/2018,Riz,Mpal
2018,2018-11,29/11/2018,Mil,Louga
2018,2018-11,29/11/2018,Mil,Kaolack
2018,2018-11,29/11/2018,Mil,Saint-Maur
2018,2018-11,29/11/2018,Mil,Tilene
2018,2018-11,29/11/2018,Mil,Thiaroye
2018,2018-11,29/11/2018,Mil,Tambacounda
2018,2018-11,29/11/2018,Sorgho,Kaolack
2018,2018-11,29/11/2018,Sorgho,Saint-Maur
2018,2018-11,29/11/2018,Sorgho,Tambacounda
2018,2018-11,29/11/2018,Maïs,Louga
2018,2018-11,29/11/2018,Maïs,Kaolack
2018,2018-11,29/11/2018,Maïs,Saint-Maur
2018,2018-11,29/11/2018,Maïs,Tilene
2018,2018-11,29/11/2018,Maïs,Thiaroye
2018,2018-11,29/11/2018,Maïs,Tambacounda
2018,2018-11,29/11/2018,Maïs Importé,Louga
2018,2018-11,29/11/2018,Maïs Importé,Tilene
2018,2018-11,29/11/2018,Maïs Importé,Thiaroye
2018,2018-11,29/11/2018,Sorgho Importé,Tilene
2018,2018-11,29/11/2018,Sorgho Importé,Thiaroye
2018,2018-11,29/11/2018,Riz Importé,Louga
2018,2018-11,29/11/2018,Riz Importé,Kaolack
2018,2018-11,29/11/2018,Riz Importé,Saint-Maur
2018,2018-11,29/11/2018,Riz Importé,Tilene
2018,2018-11,29/11/2018,Riz Importé,Thiaroye
2018,2018-11,29/11/2018,Riz Importé,Tambacounda
2018,2018-11,29/11/2018,Riz Importé Parfumé,Louga
2018,2018-11,29/11/2018,Riz Importé Parfumé,Tilene
2018,2018-11,29/11/2018,Riz Importé Parfumé,Thiaroye
2018,2018-11,29/11/2018,Riz Importé Parfumé,Tambacounda
2018,2018-11,29/11/2018,Riz,Louga
2018,2018-11,29/11/2018,Riz,Kaolack
2018,2018-11,29/11/2018,Riz,Tilene
2018,2018-11,29/11/2018,Riz,Thiaroye
2018,2018-11,28/11/2018,Mil,Ourossogui
2018,2018-11,28/11/2018,Mil,Sédhiou
2018,2018-11,28/11/2018,Mil,Thiès
2018,2018-11,28/11/2018,Sorgho,Thiès
2018,2018-11,28/11/2018,Maïs,Sédhiou
2018,2018-11,28/11/2018,Maïs Importé,Ourossogui
2018,2018-11,28/11/2018,Maïs Importé,Thiès
2018,2018-11,28/11/2018,Sorgho Importé,Ourossogui
2018,2018-11,28/11/2018,Sorgho Importé,Thiès
2018,2018-11,28/11/2018,Riz Importé,Ourossogui
2018,2018-11,28/11/2018,Riz Importé,Sédhiou
2018,2018-11,28/11/2018,Riz Importé,Thiès
2018,2018-11,28/11/2018,Riz Importé Parfumé,Thiès
2018,2018-11,28/11/2018,Riz,Ourossogui
2018,2018-11,28/11/2018,Riz,Thiès
2018,2018-11,27/11/2018,Maïs,Mako
2018,2018-11,27/11/2018,Riz Importé,Mako
2018,2018-11,27/11/2018,Riz Importé Parfumé,Mako
2018,2018-11,26/11/2018,Mil,Saint-Louis
2018,2018-11,26/11/2018,Mil,Gouille Mbeuth
2018,2018-11,26/11/2018,Mil,Kédougou
2018,2018-11,26/11/2018,Mil,Mereto
2018,2018-11,26/11/2018,Mil,Kaffrine
2018,2018-11,26/11/2018,Sorgho,Kédougou
2018,2018-11,26/11/2018,Sorgho,Mereto
2018,2018-11,26/11/2018,Maïs,Saint-Louis
2018,2018-11,26/11/2018,Maïs,Gouille Mbeuth
2018,2018-11,26/11/2018,Maïs,Kédougou
2018,2018-11,26/11/2018,Maïs,Mereto
2018,2018-11,26/11/2018,Maïs,Kaffrine
2018,2018-11,26/11/2018,Maïs Importé,Saint-Louis
2018,2018-11,26/11/2018,Sorgho Importé,Saint-Louis
2018,2018-11,26/11/2018,Riz Importé,Saint-Louis
2018,2018-11,26/11/2018,Riz Importé,Gouille Mbeuth
2018,2018-11,26/11/2018,Riz Importé,Kédougou
2018,2018-11,26/11/2018,Riz Importé,Mereto
2018,2018-11,26/11/2018,Riz Importé,Kaffrine
2018,2018-11,26/11/2018,Riz Importé Parfumé,Saint-Louis
2018,2018-11,26/11/2018,Riz Importé Parfumé,Gouille Mbeuth
2018,2018-11,26/11/2018,Riz Importé Parfumé,Kédougou
2018,2018-11,26/11/2018,Riz Importé Parfumé,Mereto
2018,2018-11,26/11/2018,Riz Importé Parfumé,Kaffrine
2018,2018-11,26/11/2018,Riz,Saint-Louis
2018,2018-11,26/11/2018,Riz,Gouille Mbeuth
2018,2018-11,25/11/2018,Mil,Fatick
2018,2018-11,25/11/2018,Sorgho,Fatick
2018,2018-11,25/11/2018,Maïs,Fatick
2018,2018-11,25/11/2018,Maïs Importé,Fatick
2018,2018-11,25/11/2018,Riz Importé,Fatick
2018,2018-11,25/11/2018,Riz Importé Parfumé,Fatick
2018,2018-11,24/11/2018,Mil,Touba Mouride
2018,2018-11,24/11/2018,Mil,Touba Toul
2018,2018-11,24/11/2018,Mil,Passy
2018,2018-11,24/11/2018,Sorgho,Touba Mouride
2018,2018-11,24/11/2018,Maïs,Touba Mouride
2018,2018-11,24/11/2018,Maïs,Touba Toul
2018,2018-11,24/11/2018,Maïs,Passy
2018,2018-11,24/11/2018,Maïs Importé,Touba Toul
2018,2018-11,24/11/2018,Maïs Importé,Passy
2018,2018-11,24/11/2018,Riz Importé,Touba Mouride
2018,2018-11,24/11/2018,Riz Importé,Touba Toul
2018,2018-11,24/11/2018,Riz Importé,Passy
2018,2018-11,24/11/2018,Riz Importé Parfumé,Touba Mouride
2018,2018-11,24/11/2018,Riz Importé Parfumé,Touba Toul
2018,2018-11,24/11/2018,Riz Importé Parfumé,Passy
2018,2018-11,24/11/2018,Riz,Touba Toul
2018,2018-11,23/11/2018,Mil,Mpal
2018,2018-11,23/11/2018,Mil,Porokhane
2018,2018-11,23/11/2018,Mil,Birkilane
2018,2018-11,23/11/2018,Sorgho,Birkilane
2018,2018-11,23/11/2018,Maïs,Mpal
2018,2018-11,23/11/2018,Maïs,Porokhane
2018,2018-11,23/11/2018,Maïs,Birkilane
2018,2018-11,23/11/2018,Maïs Importé,Mpal
2018,2018-11,23/11/2018,Sorgho Importé,Mpal
2018,2018-11,23/11/2018,Riz Importé,Mpal
2018,2018-11,23/11/2018,Riz Importé,Porokhane
2018,2018-11,23/11/2018,Riz Importé,Birkilane
2018,2018-11,23/11/2018,Riz Importé Parfumé,Birkilane
2018,2018-11,23/11/2018,Riz,Mpal
2018,2018-11,22/11/2018,Mil,Kaolack
2018,2018-11,22/11/2018,Mil,Tambacounda
2018,2018-11,22/11/2018,Sorgho,Kaolack
2018,2018-11,22/11/2018,Sorgho,Tambacounda
2018,2018-11,22/11/2018,Maïs,Kaolack
2018,2018-11,22/11/2018,Maïs,Tambacounda
2018,2018-11,22/11/2018,Riz Importé,Kaolack
2018,2018-11,22/11/2018,Riz Importé,Tambacounda
2018,2018-11,22/11/2018,Riz Importé Parfumé,Kaolack
2018,2018-11,22/11/2018,Riz Importé Parfumé,Tambacounda
2018,2018-11,22/11/2018,Riz,Kaolack
2018,2018-11,21/11/2018,Mil,Diaobe
2018,2018-11,21/11/2018,Mil,Sédhiou
2018,2018-11,21/11/2018,Mil,Thiès
2018,2018-11,21/11/2018,Sorgho,Diaobe
2018,2018-11,21/11/2018,Sorgho,Thiès
2018,2018-11,21/11/2018,Maïs,Diaobe
2018,2018-11,21/11/2018,Maïs,Sédhiou
2018,2018-11,21/11/2018,Maïs Importé,Diaobe
2018,2018-11,21/11/2018,Maïs Importé,Thiès
2018,2018-11,21/11/2018,Sorgho Importé,Thiès
2018,2018-11,21/11/2018,Riz Importé,Diaobe
2018,2018-11,21/11/2018,Riz Importé,Sédhiou
2018,2018-11,21/11/2018,Riz Importé,Thiès
2018,2018-11,21/11/2018,Riz Importé Parfumé,Thiès
2018,2018-11,21/11/2018,Riz,Diaobe
2018,2018-11,21/11/2018,Riz,Thiès
2018,2018-11,19/11/2018,Mil,Saint-Louis
2018,2018-11,19/11/2018,Mil,Mereto
2018,2018-11,19/11/2018,Mil,Kolda
2018,2018-11,19/11/2018,Mil,Kaffrine
2018,2018-11,19/11/2018,Sorgho,Mereto
2018,2018-11,19/11/2018,Sorgho,Kolda
2018,2018-11,19/11/2018,Maïs,Saint-Louis
2018,2018-11,19/11/2018,Maïs,Mereto
2018,2018-11,19/11/2018,Maïs,Kolda
2018,2018-11,19/11/2018,Maïs,Kaffrine
2018,2018-11,19/11/2018,Maïs Importé,Saint-Louis
2018,2018-11,19/11/2018,Sorgho Importé,Saint-Louis
2018,2018-11,19/11/2018,Riz Importé,Saint-Louis
2018,2018-11,19/11/2018,Riz Importé,Mereto
2018,2018-11,19/11/2018,Riz Importé,Kolda
2018,2018-11,19/11/2018,Riz Importé,Kaffrine
2018,2018-11,19/11/2018,Riz Importé Parfumé,Saint-Louis
2018,2018-11,19/11/2018,Riz Importé Parfumé,Mereto
2018,2018-11,19/11/2018,Riz Importé Parfumé,Kolda
2018,2018-11,19/11/2018,Riz Importé Parfumé,Kaffrine
2018,2018-11,19/11/2018,Riz,Saint-Louis
2018,2018-11,19/11/2018,Riz,Kolda
2018,2018-11,17/11/2018,Mil,Touba Toul
2018,2018-11,17/11/2018,Maïs,Touba Toul
2018,2018-11,17/11/2018,Maïs Importé,Touba Toul
2018,2018-11,17/11/2018,Riz Importé,Touba Toul
2018,2018-11,17/11/2018,Riz Importé Parfumé,Touba Toul
2018,2018-11,17/11/2018,Riz,Touba Toul
2018,2018-11,16/11/2018,Mil,Thiaroye
2018,2018-11,16/11/2018,Mil,Porokhane
2018,2018-11,16/11/2018,Mil,Mpal
2018,2018-11,16/11/2018,Sorgho,Thiaroye
2018,2018-11,16/11/2018,Maïs,Thiaroye
2018,2018-11,16/11/2018,Maïs,Porokhane
2018,2018-11,16/11/2018,Maïs,Mpal
2018,2018-11,16/11/2018,Maïs Importé,Mpal
2018,2018-11,16/11/2018,Sorgho Importé,Mpal
2018,2018-11,16/11/2018,Riz Importé,Thiaroye
2018,2018-11,16/11/2018,Riz Importé,Porokhane
2018,2018-11,16/11/2018,Riz Importé,Mpal
2018,2018-11,16/11/2018,Riz Importé Parfumé,Thiaroye
2018,2018-11,16/11/2018,Riz,Mpal
2018,2018-11,15/11/2018,Mil,Louga
2018,2018-11,15/11/2018,Mil,Tilene
2018,2018-11,15/11/2018,Mil,Kaolack
2018,2018-11,15/11/2018,Mil,Tambacounda
2018,2018-11,15/11/2018,Mil,Saint-Maur
2018,2018-11,15/11/2018,Sorgho,Tilene
2018,2018-11,15/11/2018,Sorgho,Kaolack
2018,2018-11,15/11/2018,Sorgho,Tambacounda
2018,2018-11,15/11/2018,Sorgho,Saint-Maur
2018,2018-11,15/11/2018,Maïs,Louga
2018,2018-11,15/11/2018,Maïs,Tilene
2018,2018-11,15/11/2018,Maïs,Kaolack
2018,2018-11,15/11/2018,Maïs,Tambacounda
2018,2018-11,15/11/2018,Maïs,Saint-Maur
2018,2018-11,15/11/2018,Maïs Importé,Louga
2018,2018-11,15/11/2018,Riz Importé,Louga
2018,2018-11,15/11/2018,Riz Importé,Tilene
2018,2018-11,15/11/2018,Riz Importé,Kaolack
2018,2018-11,15/11/2018,Riz Importé,Tambacounda
2018,2018-11,15/11/2018,Riz Importé,Saint-Maur
2018,2018-11,15/11/2018,Riz Importé Parfumé,Louga
2018,2018-11,15/11/2018,Riz Importé Parfumé,Tilene
2018,2018-11,15/11/2018,Riz Importé Parfumé,Kaolack
2018,2018-11,15/11/2018,Riz Importé Parfumé,Tambacounda
2018,2018-11,15/11/2018,Riz,Louga
2018,2018-11,15/11/2018,Riz,Kaolack
2018,2018-11,14/11/2018,Mil,Ourossogui
2018,2018-11,14/11/2018,Mil,Thiès
2018,2018-11,14/11/2018,Sorgho,Thiès
2018,2018-11,14/11/2018,Maïs Importé,Ourossogui
2018,2018-11,14/11/2018,Maïs Importé,Thiès
2018,2018-11,14/11/2018,Sorgho Importé,Ourossogui
2018,2018-11,14/11/2018,Sorgho Importé,Thiès
2018,2018-11,14/11/2018,Riz Importé,Ourossogui
2018,2018-11,14/11/2018,Riz Importé,Thiès
2018,2018-11,14/11/2018,Riz Importé Parfumé,Thiès
2018,2018-11,14/11/2018,Riz,Ourossogui
2018,2018-11,14/11/2018,Riz,Thiès
2018,2018-11,12/11/2018,Mil,Gouille Mbeuth
2018,2018-11,12/11/2018,Mil,Saint-Louis
